"Supplemental Table 1: DogFiler multi-breed database (see Wictum et al. Developmental validation of DogFiler, a novel multiplex for canine DNA profiling in forensic casework, Forensic Sci. Int. Genet. (2012), http://dx.doi.org/10.1016/j.fsigen.2012.07.001)"																																		
	Breed	VGL0760		VGL0910		VGL1063		VGL1165		VGL1541		VGL1606		VGL1828		VGL2009		VGL2136		VGL2409		VGL2918		VGL3008		VGL3112		VGL3235		VGL3438				
757	Dachshund	21.2	21.2	18.1	18.1	14	18	19	26	19	20	16	17	19	20	13	14	14	15	17	18	12	13	19	20	12	15	16	16	13	20			
758	Dachshund	20.2	21.2	17.1	18.1	13	15	20	25	19	20	17	24.3	16	19	13	14	15	15	18	20	13	19.3	18	19	12	16	16	16	14	15			
759	Dachshund	21.2	21.2	18.1	18.1	16	18	26	26	19	19	17	18	16	16	13	14	15	15	17	18	14	20.3	19	19	12	16	13	14	13	14			
760	Dachshund	16	22.2	17.1	19.1	18	20	20	25	16	18	16	16	19	22	13	14	12	16	13	18	13	14	12	18	12	16	13	14	12	12			
761	Dachshund	17.2	18.2	17.1	19.1	8	18	19	24	20	20	16	19	19	20	13	15	8	15	17	18	12	17.3	17	19	12	13	14	14	13	18			
762	Dachshund	20.2	20.2	17.1	18.1	19	19	19	27	16	16	16	17	16	16	9	15	15	16	16	18	13	15	18	20	12	14	16	16	12	15			
763	Dachshund	14	14	17.1	18.1	9	18	19	31	17	19	15	18	19	20	13	15	9	15	17	17	14	17.3	17	18	16	16	12	16	13	19			
764	Dachshund	17	20.2	18.1	19.1	8	18	20	24	17	20	17	19	19	20	9	14	14	15	17	18	14	21.3	17	18	15	15	14	16	13	13			
765	Dachshund	19.2	20.2	17.1	18.1	15	18	20	21	16	20	16	17	16	19	13	14	9	15	16	19	13	14	14	20	12	13	14	18	12	12			
766	Dachshund	14	22.2	16.1	18.1	11	15	26	31	18	19	16	17	19	19	9	14	15	15	17	20	14	20.3	18	19	12	17	13	16	14	15			
767	Dachshund	12	21.2	17.1	19.1	9	18	19	26	19	19	19	19	16	20	14	14	15	16	19	19	13	22.3	17	19	16	16	13	16	15	19			
768	Dachshund	22.2	24.2	18.1	19.1	13	15	20	24	16	19	17	18	20	22	9	15	9	14	16	18	12	13	14	17	11	15	13	13	12	15			
769	Dachshund	14	22.2	16.1	17.1	8	19	20	26	19	19	18	24.3	16	20	9	15	8	15	18	19	12	14	19	20	11	16	16	16	13	13			
770	Dachshund	12	14	14	22.1	18	19	19	20	19	20	14	18	20	20	13	16	8	16	16	18	13	20.3	17	20	11	17	13	13	12	12			
771	Dachshund	21.2	22.2	18.1	18.1	13	13	20	25	18	18	17	17	16	23	13	14	14	15	20	20	13	19.3	19	19	12	14	13	13	19	19			
772	Dachshund	18.2	20.2	19.1	20.1	12	17	19	27	16	18	16	16	19	19	14	14	15	17	17	17	12	17.3	18	20	11	16	13	16	12	20			
773	Dachshund	14	21.2	16.1	19.1	13	18	19	26	18	23	16	18	16	20	11	14	14	15	18	18	14	17.3	18	18	12	12	17	18	12	15			
774	Dachshund	20.2	20.2	16.1	18.1	11	19	19	21	16	23	15	18	19	20	14	14	8	9	17	18	13	20.3	19	20	12	16	14	14	15	19			
775	Dachshund	20.2	21.2	16.1	19.1	11	19	22	25	17	18	17	24.3	16	19	14	14	9	14	17	17	13	20.3	18	18	12	15	16	19	12	13			
776	Dachshund	20.2	22.2	16.1	20.1	13	18	22	27	18	23	16	18	16	19	9	14	8	9	13	16	14	14	18	19	13	15	16	16	14	15			
777	Dachshund	14	14	19.1	22.1	8	13	20	20	17	18	17	23.3	16	16	13	15	9	9	18	18	13	13	15	15	11	12	13	16	13	15			
778	Dachshund	22.2	22.2	19.1	19.1	15	18	19	24	19	21	16	18	16	20	13	13	9	16	16	17	13	19.3	19	19	11	13	16	16	14	19			
779	Dalmatian	20.2	20.2	17.1	18.1	14	15	22	30	18	18	16	17	17	17	13	15	10	16	13	15	20.3	20.3	15	16	13	14	14	19	12	14			
780	Dalmatian	21.2	21.2	12	12	9	14	18	26	16	20	17	19	21	21	11	13	9	9	14	16	13	14	14	15	11	18	14	19	13	14			
781	Dalmatian	14	22.2	19.1	19.1	14	18	26	29	16	17	14	17	21	21	11	13	8	8	14	17	13	13	16	19	14	14	18	19	16	16			
782	Dalmatian	14	24.2	14	15	18	18	19	30	17	19	15	18	21	22	13	13	9	14	15	17	13	17.3	15	16	13	14	12	14	14	15			
783	Dalmatian	21.2	21.2	20.1	20.1	9	19	19	29	20	20	16	17	21	22	13	13	8	14	17	18	13	19.3	16	16	15	15	14	19	14	15			
784	Dalmatian	22.2	24.2	15	15	14	14	18	30	17	18	15	16	21	21	13	13	9	14	16	18	11	12	15	16	11	11	15	18	14	15			
785	Dalmatian	22.2	24.2	15	17.1	9	18	29	29	18	19	14	17	21	21	11	13	9	14	15	18	13	14	16	16	11	14	19	19	15	15			
786	Dalmatian	14	24.2	20.1	20.1	14	14	20	26	17	17	15	15	20	21	11	13	9	14	17	18	13	13	16	19	11	14	12	14	15	15			
787	Dandie Dinmont Terrier 	18.2	23.2	19.1	21.1	15	15	25	26	21	21	17	18	20	22	15	15	8	9	17	17	15	20.3	16	19	11	16	17	17	12	12			
788	Doberman Pinscher	12	13	16	20.1	16	18	29	29	19	22	20	20	16	16	11	11	9	9	17	19	15	15	15	15	12	12	13	14	15	15			
789	Doberman Pinscher	12	13	16	19.1	16	18	29	29	19	22	20	20	16	17	11	11	9	9	14	19	14	15	15	15	12	12	13	14	12	15			
790	Doberman Pinscher	12	12	19.1	19.1	14	17	28	29	22	22	18	20	16	16	11	14	9	9	18	19	15	15	15	19	12	12	13	13	15	16			
791	Doberman Pinscher	12	12	19.1	19.1	16	16	28	29	19	20	18	20	16	17	11	11	9	13	19	19	15	15	13	15	12	13	13	13	15	15			
792	Doberman Pinscher	18.2	18.2	19.1	19.1	14	15	22	28	19	19	20	20	16	17	11	11	12	13	17	17	15	15	15	15	12	12	14	16	15	16			
793	Doberman Pinscher	18.2	18.2	20.1	21.1	14	18	29	29	19	20	14	19	16	16	11	15	13	13	17	17	14	20.3	15	19	12	13	13	13	15	15			
794	Doberman Pinscher	20.2	21.2	18.1	19.1	14	20	27	29	17	23	17	18	17	19	11	15	9	10	16	19	18.3	18.3	13	15	12	14	14	18	14	16			
795	Doberman Pinscher	12	13	19.1	21.1	16	16	29	29	22	22	20	21	16	16	14	14	9	13	14	19	14	15	15	15	12	12	13	14	15	15			
796	Doberman Pinscher	13	18.2	19.1	19.1	13	14	16	25	19	20	16	17	16	20	15	15	9	11	17	20	14	15	15	15	12	18	14	14	15	15			
797	Doberman Pinscher	13	13	19.1	19.1	14	14	28	31	19	20	17	20	16	16	14	15	9	9	17	20	13	14	13	15	12	17	12	14	15	15			
798	Doberman Pinscher	18.2	20.2	19.1	20.1	14	18	28	29	20	20	17	20	16	17	11	15	12	12	19	19	14	16	18	18	12	16	13	14	15	16			
799	Doberman Pinscher	18.2	18.2	19.1	19.1	14	14	28	29	20	21	19	20	16	17	11	15	12	13	17	19	14	16	15	19	12	12	14	16	15	16			
800	Doberman Pinscher	18.2	21.2	19.1	19.1	14	18	22	27	19	21	13	20	19	20	11	11	10	12	19	19	19.3	20.3	18	18	16	17	14	16	15	16			
801	Doberman Pinscher	13	20.2	19.1	19.1	12	14	19	28	17	17	13	17	20	22	14	15	9	10	19	21	13	14	13	18	15	16	14	14	18	19			
802	Doberman Pinscher	12	20.2	19.1	21.1	14	16	29	29	16	22	19	20	16	16	11	15	9	13	14	19	15	15	13	15	12	12	13	13	15	15			
803	Doberman Pinscher	23.2	24.2	16.1	21.1	12	12	23	23	15	18	17	19	16	16	14	14	12	17	16	18	12	14	13	15	14	14	14	14	16	19			
804	Doberman Pinscher	13	18.2	19.1	21.1	14	14	22	29	19	20	14	20	17	17	11	11	9	12	14	19	14	16	15	19	12	16	14	14	16	16			
805	Doberman Pinscher	13	20.2	19.1	19.1	14	14	28	29	19	19	19	20	16	17	11	15	12	13	17	19	12	20.3	15	19	16	16	16	16	15	16			
806	Doberman Pinscher	12	13	19.1	19.1	14	16	22	31	20	21	20	20	16	20	11	11	9	12	17	17	14	14	15	19	12	12	14	16	15	16			
807	Doberman Pinscher	18.2	21.2	19.1	19.1	14	22	28	29	20	22	14	16	17	20	11	15	13	13	17	17	15	15	15	19	12	12	14	14	12	20			
808	Doberman Pinscher	18.2	18.2	19.1	19.1	16	18	22	28	19	19	20	20	16	17	11	11	9	12	17	19	16	20.3	15	18	12	16	16	16	16	17			
809	Doberman Pinscher	18.2	21.2	19.1	19.1	14	16	29	29	19	22	14	19	17	20	14	14	13	13	17	19	14	15	15	15	12	12	13	13	12	15			
810	Doberman Pinscher	13	13	19.1	19.1	14	14	29	29	19	22	21	21	16	17	11	11	12	13	19	19	15	15	13	15	12	13	14	14	12	15			
811	Doberman Pinscher	13	20.2	19.1	19.1	14	14	29	29	19	19	19	21	16	16	11	15	13	13	17	19	15	20.3	15	15	16	16	16	16	15	16			
812	Doberman Pinscher	12	21.2	19.1	19.1	14	14	28	29	20	22	14	14	16	16	14	14	9	12	14	19	14	15	15	19	13	17	13	14	15	15			
813	Doberman Pinscher	18.2	18.2	19.1	19.1	14	14	29	31	19	19	19	19	16	16	11	14	9	12	19	19	15	17.3	13	15	12	13	14	14	16	16			
814	Doberman Pinscher	12	18.2	19.1	21.1	14	14	28	29	19	20	20	21	17	20	11	15	12	12	14	17	12	15	15	15	12	12	13	16	15	16			
815	Doberman Pinscher	18.2	20.2	19.1	19.1	14	15	22	29	19	20	14	21	16	17	11	15	9	12	17	20	15	20.3	18	18	12	12	13	16	15	15			
816	Doberman Pinscher	13	13	19.1	21.1	14	14	28	29	15	22	20	20	16	17	11	11	12	12	16	20	14	15	15	21	12	13	13	14	15	16			
817	Doberman Pinscher	13	13	19.1	19.1	14	15	28	31	19	22	17	20	16	17	11	11	12	12	19	19	14	14	15	18	12	12	16	16	15	16			
818	Doberman Pinscher	13	21.2	19.1	19.1	14	14	28	28	19	22	19	20	16	17	13	15	9	12	17	17	12	15	13	19	12	16	14	16	16	16			
819	Dogo Argentino 	22.2	23.2	13	18.1	12	13	15	28	18	21	14	17	16	20	9	13	8	9	13	17	15	17.3	15	15	12	17	13	15	12	16			
820	Dogo Argentino 	22.2	23.2	17.1	19.1	12	15	15	29	18	21	14	17	15	20	9	13	9	14	13	18	15	19.3	15	16	13	13	16	16	12	15			
821	Dogue de Bordeaux	21.2	26.2	18.1	19.1	12	14	21	28	16	19	13	14	15	15	13	14	9	9	18	18	13	13	20	21	15	16	14	14	15	19			
822	Dogue de Bordeaux	13	26.2	19.1	19.1	14	14	28	28	16	17	13	18	20	22	14	15	9	10	18	21	13	13	16	16	15	15	14	18	19	21			
823	Dogue de Bordeaux	21.2	21.2	19.1	19.1	12	15	28	28	17	17	18	18	15	20	9	16	9	10	18	19	13	17.3	16	20	15	15	14	18	18	19			
824	"Dutch Shepherd, Shorthaired "	22.2	22.2	13	18.1	12	14	22	29	18	18	16	25.3	19	22	9	9	10	18	16	17	18.3	21.3	17	21	14	14	14	16	14	21			
825	"Dutch Shepherd, Shorthaired "	13	21.2	17.1	19.1	12	19	21	28	19	20	16	18	16	20	13	15	12	13	16	19	14	18.3	16	16	13	17	14	18	13	18			
826	"Dutch Shepherd, Shorthaired "	17.2	21.2	13	20.1	13	15	15	18	16	20	16	18	19	23	11	13	10	18	16	16	14	18.3	19	21	11	13	14	14	12	18			
827	English Cocker Spaniel 	12	12	18.1	19.1	12	12	27	30	16	18	18	19	16	16	14	14	9	14	15	18	13	14	15	18	16	16	14	17	12	14			
828	English Cocker Spaniel 	21.2	24.2	19.1	19.1	12	15	27	27	18	18	17	17	16	19	9	15	12	12	15	18	13	14	17	19	12	12	17	18	19	19			
829	English Coonhound 	12	21.2	19.1	22.1	14	18	27	27	19	19	16	18	15	19	11	11	8	12	15	18	14	15	16	18	12	15	18	18	16	17			
830	English Foxhound 	23.2	24.2	13	19.1	17	18	17	21	16	19	13	17	20	23	13	13	10	14	15	18	14	18.3	17	17	11	13	13	14	16	16			
831	English Mastiff 	21.2	21.2	19.1	22.1	14	20	19	27	18	20	14	19	16	19	9	12	9	9	17	19	13	19.3	18	19	12	13	17	17	15	15			
832	ENGLISH POINTER	15	22.2	19.1	20.1	18	19	18	22	22	23	17	17	19	22	14	14	14	14	17	18	13	14	16	16	11	16	14	14	12	16			
833	English Setter	13	21.2	19.1	21.1	12	12	15	26	18	19	18	19	19	23	11	16	14	15	16	19	14	15	17	19	11	14	15	18	13	14			
834	English Setter	23.2	23.2	17.1	23.1	13	13	23	23	17	24	18	24.3	16	17	13	14	9	9	15	17	13	21.3	14	20	11	12	13	13	14	14			
835	English Setter	12	23.2	21.1	22.1	8	8	24	31	18	24	15.1	19	19	21	14	14	9	9	13	17	14	19.3	15	20	11	11	14	14	14	16			
836	English Setter	19.2	21.2	17.1	22.1	15	18	22	27	17	20	16	18	19	22	14	14	9	14	16	16	13	19.3	16	17	11	17	12	14	15	18			
837	English Setter	18.2	19.2	21.1	21.1	8	8	20	23	19	19	16	17	20	22	14	14	9	13	18	18	13	15	14	18	11	13	14	14	16	16			
838	English Setter	18.2	22.2	22.1	23.1	8	14	23	30	17	20	17	18	20	20	9	9	9	13	16	16	15	19.3	14	15	11	11	14	14	15	20			
839	English Setter	18.2	23.2	21.1	21.1	8	14	22	24	19	22	18	18	19	20	14	14	9	9	16	18	13	15	14	14	11	11	14	14	15	15			
840	English Setter	18.2	19.2	21.1	21.1	8	8	22	22	17	22	18	20	19	22	14	15	10	13	16	16	14	14	14	18	11	11	14	14	14	20			
841	English Shepherd 	14	23.2	19.1	19.1	15	19	25	31	18	20	16	17	15	21	9	13	12	13	13	15	13	13	15	17	12	13	18	18	12	18			
842	English Shepherd 	12	20.2	16.1	21.1	12	17	25	26	18	18	16	18	16	21	11	14	11	16	14	17	13	20.3	15	17	11	13	15	16	13	17			
843	English Springer spaniel	23.2	25.2	15	19.1	13	14	21	28	19	22	18	20	16	17	9	15	13	14	18	18	13	18.3	15	20	11	11	14	16	12	15			
844	English Springer spaniel	23.2	23.2	20.1	20.1	14	14	25	25	17	17	20	20	16	20	14	15	8	9	18	18	15	20.3	16	16	11	14	15	15	12	12			
845	English Springer spaniel	23.2	24.2	22.1	22.1	8	13	28	30	16	19	17	19	16	17	15	15	10	16	18	18	18.3	22.3	16	20	11	14	15	15	13	14			
846	English Springer spaniel	18.2	22.2	20.1	22.1	13	14	25	28	18	19	20	20	17	21	14	15	10	16	15	18	13	15	20	20	14	15	15	15	15	20			
847	English Springer spaniel	12	21.2	20.1	20.1	9	13	15	25	16	19	17	20	17	19	15	15	13	13	14	18	13	21.3	16	21	14	15	15	15	13	15			
848	English Springer spaniel	12	22.2	19.1	21.1	13	13	18	28	18	19	14	19	17	19	14	14	12	16	15	18	12	14	19	20	12	16	15	18	14	15			
849	English Springer spaniel	12	20.2	17.1	20.1	9	16	15	15	16	18	14	17	16	17	15	15	13	15	15	19	14	15	12	13	16	16	12	19	14	14			
850	English Springer spaniel	18.2	21.2	17.1	24.1	13	13	26	32	18	19	17	20	14	17	13	15	11	11	18	19	15	21.3	16	20	11	16	13	15	13	15			
851	English Toy Spaniel 	21.2	21.2	17.1	18.1	20	20	26	33	18	20	17	20	17	20	15	15	14	14	18	19	12	19.3	17	17	12	12	14	17	14	17			
852	English Toy Spaniel 	20.2	21.2	21.1	23.1	12	20	19	33	15	18	15	20	17	17	13	15	9	9	18	19	13	13	17	19	11	12	14	15	17	19			
853	English Toy Spaniel 	21.2	24.2	17.1	23	8	20	19	33	15	17	15	20	17	20	13	13	9	9	18	19	13	13	17	19	11	12	14	14	16	19			
854	English Toy Spaniel 	21.2	24.2	17.1	21	15	20	19	33	17	18	15	20	17	19	13	15	9	9	18	19	12	13	19	19	11	12	14	14	19	19			
855	Entelbucher 	22.2	25.2	16.1	17.1	12	12	26	26	17	18	18	18	19	21	14	14	8	14	17	18	14	14	19	19	12	13	14	16	16	16			
856	Entelbucher 	22.2	22.2	17.1	18.1	12	12	26	26	17	19	17	18	17	21	15	15	14	14	17	20	13	15	19	20	12	12	14	17	16	16			
857	Entelbucher 	14	26.2	16.1	17.1	12	12	26	26	16	17	17	17	20	21	14	15	9	14	18	18	13	14	19	19	13	13	17	19	13	16			
858	Estrela Mountain Dog 	14	23.2	20.1	20.1	17	19	22	25	16	19	14	17	16	20	14	15	10	10	15	18	13	14	15	21	11	11	12	13	12	15			
859	Estrela Mountain Dog 	12	12	17.1	17.1	17	18	19	21	17	17	14	16	20	20	13	15	10	15	17	19	13	14	14	21	13	13	17	20	13	15			
860	Estrela Mountain Dog 	12	14	17.1	20.1	17	17	21	22	17	19	16	17	20	20	13	14	10	15	15	17	13	14	15	21	11	13	12	20	12	13			
861	Field Spaniel 	18.2	22.2	17.1	17.1	13	20	25	25	18	18	17	17	16	17	9	9	15	18	18	18	15	17.3	17	19	14	14	14	15	12	13			
862	Finnish Spitz 	20.2	23.2	15	20	18	18	25	27	16	21	18	18	20	20	13	13	14	14	18	18	12	20.3	17	19	13	13	14	16	13	16			
863	Finnish Spitz 	20.2	23.2	15	20.1	11	18	26	26	19	19	18	18	17	20	13	13	14	14	16	17	12	19.3	16	16	13	13	14	14	13	16			
864	Finnish Spitz 	19.2	23.2	15	19	14	18	20	27	19	19	18	18	15	20	13	13	14	14	17	17	12	13	17	19	16	16	14	18	13	13			
865	Finnish Spitz 	23.2	23.2	15	20.1	18	19	20	25	16	19	18	18	20	20.3	13	13	14	14	17	17	12	13	17	19	11	16	14	16	13	13			
866	Flat-Coated Retriever 	19.2	19.2	19.1	22.1	14	19	22	22	18	18	16	17	16	16	13	15	9	9	16	16	13	14	19	20	12	13	12	12	12	14			
867	Flat-Coated Retriever 	19.2	21	15	23.1	19	19	27	29	17	18	17	17	16	17	14	14	8	9	16	17	13	13	19	19	11	16	12	19	14	14			
868	Flat-Coated Retriever 	19.2	21	22.1	22.1	18	19	22	28	15	16	17	17	16	16	13	13	9	14	16	16	13	14	14	19	11	11	12	16	14	14			
869	Flat-Coated Retriever 	19.2	21.2	19.1	21.1	19	19	20	27	17	17	16	17	16	16	13	13	9	14	16	16	13	13	19	19	11	11	15	21	14	14			
870	Flat-Coated Retriever 	19.2	19.2	15	22.1	14	14	20	27	17	18	17	17	16	16	13	13	9	9	16	16	13	17.3	19	20	11	12	12	14	12	14			
871	Flat-Coated Retriever 	19.2	19.2	15	19.1	19	19	27	29	16	20	16	16	16	16	13	13	9	9	16	16	13	18.3	19	20	12	16	14	16	13	18			
872	Flat-Coated Retriever 	18.2	21	15	15	13	19	22	22	15	18	16	17	16	16	13	13	9	9	13	16	12	13	19	20	12	12	14	15	12	14			
873	"Fox Terrier, Smooth "	12	24.2	19.1	20.1	12	14	21	21	18	19	19	19	17	17	14	15	8	8	14	19	13	14	18	23	13	14	16	17	19	19			
874	"Fox Terrier, Smooth "	13	21.2	18.1	21.1	14	14	20	26	18	19	16	20	17	17	10	14	11	14	15	16	17.3	17.3	16	18	12	14	13	14	17	19			
875	"Fox Terrier, Smooth "	18.2	24.2	19.1	20.1	12	12	21	25	18	19	17	18	17	22	15	15	8	8	13	17	14	14	17	19	14	14	16	16	14	17			
876	"Fox Terrier, Smooth "	12	24.2	19.1	19.1	12	20	25	32	18	20	17	18	22	23	10	15	8	8	17	17	14	14	18	20	14	16	17	17	14	14			
877	"Fox Terrier, Smooth "	12	24.2	19.1	19.1	12	14	25	29	16	20	14	17	16	17	11	14	8	8	13	13	14	15	22	22	15	16	13	15	12	14			
878	"Fox Terrier, Smooth "	21.2	25.2	19.1	19.1	13	15	21	29	19	19	14	20	17	17	11	14	8	10	13	18	12	14	18	22	16	16	13	15	13	13			
879	"Fox Terrier, Wire "	12	24.2	19.1	19.1	13	15	21	29	15	21	15	17	17	17	13	13	8	8	17	18	13	14	18	22	15	15	14	15	13	15			
880	"Fox Terrier, Wire "	12	24.2	19.1	19.1	13	13	29	30	15	19	17	19	17	23	13	14	8	8	13	18	13	13	17	18	15	15	14	14	12	15			
881	"Fox Terrier, Wire "	12	12	19.1	19.1	12	13	25	29	18	20	14	14	17	19	13	15	8	8	13	18	14	19.3	22	22	15	16	15	15	14	15			
882	"Fox Terrier, Wire "	21.2	21.2	19.1	19.1	12	13	25	29	19	19	14	19	16	17	13	14	9	10	13	13	12	14	18	18	16	16	14	17	13	13			
883	"Fox Terrier, Wire "	12	12	19.1	19.1	12	12	21	21	16	16	18	19	17	17	13	14	8	9	13	13	13	13	17	22	15	16	14	15	14	14			
884	"Fox Terrier, Wire "	21.2	22.2	19.1	19.1	12	15	21	29	16	21	18	18	17	23	11	14	8	10	13	18	19.3	19.3	18	22	14	16	13	15	14	14			
885	French Bulldog	23.2	25.2	19.1	21.1	17	17	20	25	17	19	14	14	16	17	9	15	10	14	13	18	17.3	17.3	14	18	13	14	16	18	12	14			
886	French Bulldog	20.2	22.2	12	12	14	17	20	20	16	18	18	19	16	17	9	10	9	9	14	17	13	17.3	18	19	14	14	14	14	12	15			
887	French Bulldog	24.2	24.2	12	19.1	14	18	20	20	17	18	19	20	17	17	14	15	9	14	17	17	15	15	19	19	12	13	13	14	12	17			
888	French Bulldog	21.2	25.2	16.1	19.1	17	19	19	20	16	18	14	18	17	17	15	15	14	14	16	17	13	13	19	19	11	11	13	19	16	16			
889	French Bulldog	21.2	25.2	12	16.1	15	18	19	20	16	18	15	15	17	17	9	15	12	14	18	18	13	14	18	19	11	12	13	19	12	14			
890	French Bulldog	13	25.2	16.1	19.1	17	17	19	20	16	18	14	15	17	17	15	15	10	14	16	17	13	13	19	20	11	12	19	19	16	17			
891	French Bulldog	25.2	25.2	21.1	21.1	13	15	19	19	18	18	15	15	17	17	9	11	10	14	18	18	17.3	17.3	15	20	14	16	13	17	14	16			
892	French Bulldog	25	25	12	21.1	8	8	19	26	18	18	15	15	17	17	10	15	8	14	16	18	13	17.3	15	19	11	14	13	13	14	16			
893	German Pinscher 	21.2	23.2	17.1	20.1	8	14	24	24	20	25	18	18	15	22	15	15	14	14	15	15	13	14	15	15	13	13	16	16	11	14			
894	German Pinscher 	23.2	24.2	18.1	19.1	8	8	24	27	19	20	16	19	17	22	15	16	9	9	15	15	13	15	13	15	12	13	16	16	11	13			
895	German Shepherd	20.2	21.2	19.1	20.1	12	19	15	25	17	18	17	17	19	19	14	15	13	13	15	18	13	21.3	15	19	12	15	14	15	16	21			
896	German Shepherd	18.2	18.2	17.1	17.1	11	18	17	22	15	16	16	16	16	20	11	15	13	13	13	18	14	21.3	15	19	11	12	14	17	15	16			
897	German Shepherd	13	18.2	17.1	19.1	10	12	15	15	17	17	17	17	19	19	13	15	13	13	15	18	21.3	22.3	15	17	11	15	14	15	14	21			
898	German Shepherd	13	21.2	18.1	19.1	15	18	15	26	17	19	16	17	19	22	15	15	12	13	15	15	20.3	21.3	15	15	12	15	14	15	21	21			
899	German Shepherd	13	18.2	18.1	19.1	10	14	26	26	18	19	16	18	19	19	13	15	13	13	15	15	21.3	21.3	15	15	12	12	14	15	16	21			
900	German Shepherd	13	13	18.1	19.1	12	12	17	26	19	19	16	16	19	19	11	13	13	13	15	15	14	15	15	18	15	16	14	15	16	17			
901	German Shepherd	12	13	19.1	19.1	10	13	15	29	17	19	16	18	19	19	11	15	12	13	15	15	21.3	21.3	15	18	15	15	15	15	15	21			
902	German Shepherd	13	18.2	17.1	19.1	11	12	15	26	18	18	17	18	16	19	11	15	13	14	15	18	13	21.3	17	20	12	15	14	14	15	16			
903	German Shepherd	13	20.2	17.1	19.1	12	13	15	26	18	19	16	16	19	19	11	14	13	14	15	18	15	21.3	15	17	12	16	14	15	16	16			
904	German Shepherd	21.2	21.2	16.1	17.1	12	17	15	26	18	21	14	18	16	19	11	13	13	15	14	20	12	22.3	17	19	12	16	13	17	13	18			
905	German Shepherd	13	13	17.1	19.1	15	15	28	29	17	19	14	16	16	19	13	15	15	15	15	16	13	18.3	17	17	12	13	14	14	16	21			
906	German Shepherd	13	21.2	17.1	19.1	12	14	15	26	19	19	17	17	19	19	14	15	13	14	15	15	15	15	15	15	15	16	15	16	14	18			
907	German Shepherd	18.2	20.2	17.1	19.1	10	11	26	28	19	19	16	17	19	19	11	13	13	13	18	18	14	23.3	15	15	15	16	14	15	16	16			
908	German Shepherd	13	21.2	17.1	21.1	14	19	22	22	15	16	19	19	21	21	13	13	9	18	16	18	13	13	17	17	11	17	17	17	12	12			
909	German Shepherd	13	21.2	17.1	18.1	11	13	15	26	17	19	16	16	19	19	11	13	9	13	15	16	13	15	15	15	15	15	15	15	14	16			
910	German Shepherd	13	13	19.1	20.1	10	11	15	15	18	19	18	18	19	19	11	15	13	14	15	18	18.3	20.3	15	16	12	12	15	15	14	14			
911	German Shepherd	21.2	22.2	19.1	20.1	10	13	15	15	18	19	17	17	19	19	9	14	13	13	15	17	22.3	22.3	15	17	15	15	15	18	16	17			
912	German Shepherd	12	13	17.1	20.1	10	14	15	28	15	18	16	17	16	19	14	15	12	13	15	18	21.3	21.3	15	18	13	16	14	15	14	16			
913	German Shepherd	13	18.2	20.1	21.1	10	12	15	26	17	18	16	18	16	19	14	15	13	13	15	16	14	14	15	18	15	15	15	19	22	22			
914	German Shepherd	12	13	17.1	19.1	10	12	15	22	18	18	16	17	19	19	11	14	13	14	15	15	14	21.3	15	15	13	15	14	16	14	21			
915	German Shepherd	20.2	20.2	16.1	19.1	14	15	22	22	19	19	14	17	16	22	14	15	9	10	17	17	13	20.3	14	16	12	14	13	15	13	16			
916	German Shepherd	14	19.2	18.1	23.1	18	20	23	29	17	20	17	19	21	21	15	15	9	14	16	18	13	18.3	17	18	12	12	13	14	12	12			
917	German Shepherd	12	24.2	17.1	17.1	8	13	21	22	16	19	18	20	17	19	14	14	9	14	16	17	17.3	20.3	12	19	13	16	15	16	16	17			
918	German Shepherd	21.2	22.2	20.1	20.1	9	11	16	26	18	18	17	18	19	19	11	15	14	14	15	15	14	14	15	15	15	15	14	14	16	21			
919	German Shepherd	20.2	20.2	17.1	19.1	13	13	15	17	18	18	14	16	19	19	14	14	9	12	15	15	21.3	21.3	17	18	13	13	14	14	14	16			
920	German Shepherd	21.2	23.2	18.1	22.1	13	14	24	27	17	20	14	17	16	20	10	14	8	13	15	16	15	18.3	15	17	13	13	14	18	12	13			
921	German Shepherd	20.2	21.2	20.1	21.1	12	14	17	26	19	19	16	17	16	19	13	14	13	13	18	18	15	22.3	15	17	12	15	16	16	16	21			
922	German Shepherd	13	21.2	21.1	21.1	10	12	22	22	18	18	17	17	19	19	11	14	13	13	15	16	20.3	21.3	15	15	13	15	14	14	16	19			
923	German Shepherd	13	13	17.1	21.1	18	19	15	26	19	20	17	18	19	19	10	15	12	14	14	18	14	21.3	15	15	15	15	14	15	16	21			
924	German Shepherd	18.2	21.2	19.1	19.1	12	18	15	26	18	19	15	16	16	16	11	14	12	13	17	18	19.3	21.3	15	20	15	15	14	15	14	16			
925	German Shorthaired Pointer	19.2	22.2	12	16.1	18	18	26	27	18	18	19	19	21	21	10	13	8	9	15	17	12	13	12	16	11	11	19	19	15	16			
926	German Shorthaired Pointer	14	14	18.1	20.1	12	14	25	26	20	21	14	18	16	20	13	13	11	11	15	16	17.3	17.3	15	15	15	15	14	15	12	17			
927	German Shorthaired Pointer	18.2	22.2	18.1	19.1	18	19	21	30	18	19	17	18	19	21	11	13	14	17	15	15	13	19.3	15	18	14	16	14	14	12	17			
928	German Shorthaired Pointer	13	20.2	14	17.1	18	18	20	25	18	22	15	17	16	19	15	15	9	11	13	17	14	17.3	17	17	12	16	15	15	15	18			
